tenure,MonthlyCharges,TotalCharges,Contract,InternetService,TechSupport,PaperlessBilling,PaymentMethod,SeniorCitizen,Partner,Dependents,Churn
4,359.96,1381.17,Two year,DSL,Yes,Yes,Bank transfer,0,Yes,No,1
28,649.58,18104.43,One year,DSL,No,No,Bank transfer,0,Yes,Yes,0
5,1092.59,5433.53,Month-to-month,DSL,No,Yes,Bank transfer,1,No,No,1
18,954.69,17204.18,Month-to-month,No,No,No,Electronic check,0,No,Yes,0
2,1093.53,2150.66,Month-to-month,No,No,No,Bank transfer,1,Yes,Yes,0
14,956.64,13375.25,Month-to-month,DSL,No,Yes,Electronic check,0,No,No,1
33,468.9,15580.03,Month-to-month,Fiber optic,No,No,Electronic check,0,No,No,1
10,700.76,6915.36,One year,Fiber optic,Yes,Yes,Mailed check,1,Yes,Yes,0
26,565.94,14676.7,Month-to-month,No,No,Yes,Mailed check,1,Yes,No,1
38,1199.17,45663.38,Month-to-month,Fiber optic,No,Yes,Mailed check,0,No,No,0
62,440.96,27337.5,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,0,Yes,Yes,1
6,1068.11,6373.36,Month-to-month,DSL,Yes,Yes,Electronic check,0,No,Yes,1
12,1067.89,12873.07,Month-to-month,Fiber optic,Yes,No,Electronic check,0,No,Yes,1
3,1348.89,4049.42,Two year,No,No,No,Electronic check,0,No,Yes,0
72,677.09,48733.35,One year,Fiber optic,No,Yes,Bank transfer,1,Yes,No,1
62,1013.7,62858.81,Two year,DSL,No,No,Bank transfer,0,No,No,0
18,1484.5,26688.01,Month-to-month,DSL,Yes,No,Electronic check,0,Yes,No,0
44,614.71,26996.26,Month-to-month,Fiber optic,No,No,Bank transfer,0,Yes,Yes,1
17,339.49,5765.61,Month-to-month,Fiber optic,No,No,Mailed check,1,No,No,1
23,236.0,5377.38,Two year,Fiber optic,No,Yes,Mailed check,1,Yes,No,1
2,1013.81,2028.16,One year,No,No,Yes,Mailed check,0,Yes,No,0
33,235.05,7774.53,Month-to-month,DSL,No,No,Bank transfer,0,Yes,No,1
3,688.3,2107.57,Month-to-month,DSL,No,Yes,Bank transfer,0,No,No,1
41,931.19,38235.35,Month-to-month,No,No,Yes,Electronic check,0,Yes,Yes,1
36,855.55,30779.61,One year,DSL,No,Yes,Electronic check,0,No,No,0
29,927.63,26926.34,Two year,DSL,No,Yes,Electronic check,1,No,No,1
0,866.69,24.63,One year,Fiber optic,No,Yes,Bank transfer,1,No,Yes,1
8,1183.66,9485.67,Month-to-month,No,Yes,Yes,Credit card,0,No,Yes,1
7,514.31,3576.16,Month-to-month,DSL,Yes,Yes,Mailed check,0,Yes,Yes,1
10,596.9,5917.61,Month-to-month,No,Yes,No,Electronic check,0,Yes,No,1
2,568.2,1161.5,Month-to-month,Fiber optic,No,Yes,Bank transfer,0,Yes,Yes,1
66,1049.06,69152.45,Month-to-month,DSL,No,Yes,Credit card,0,Yes,Yes,0
19,1070.12,20318.88,One year,Fiber optic,Yes,Yes,Credit card,0,No,No,0
8,935.37,7355.26,One year,Fiber optic,Yes,Yes,Bank transfer,0,Yes,No,0
12,1155.05,13793.76,Month-to-month,Fiber optic,No,Yes,Credit card,0,Yes,Yes,1
14,446.59,6208.37,Two year,Fiber optic,No,Yes,Electronic check,0,No,No,0
22,1300.17,28658.52,Month-to-month,No,No,Yes,Electronic check,0,No,No,1
17,1256.97,21402.92,Month-to-month,DSL,No,No,Electronic check,0,No,No,1
60,1020.69,61213.5,Month-to-month,Fiber optic,No,Yes,Bank transfer,0,No,No,0
16,1334.54,21389.1,Month-to-month,Fiber optic,No,Yes,Electronic check,0,No,No,1
72,303.01,21861.32,Month-to-month,Fiber optic,No,Yes,Mailed check,0,No,No,1
45,642.67,28911.92,Month-to-month,Fiber optic,Yes,No,Mailed check,0,Yes,Yes,1
5,579.41,2827.83,Month-to-month,DSL,No,No,Electronic check,0,No,No,1
64,1016.44,65042.01,Two year,Fiber optic,No,No,Credit card,1,No,No,0
2,484.96,965.02,Month-to-month,Fiber optic,No,Yes,Electronic check,0,Yes,No,1
40,1027.25,41028.32,Month-to-month,DSL,No,Yes,Mailed check,0,Yes,No,1
11,1211.16,13341.12,Month-to-month,No,No,Yes,Bank transfer,0,No,No,1
50,1008.56,50442.03,One year,No,Yes,No,Electronic check,0,No,Yes,0
48,885.13,42508.27,Month-to-month,Fiber optic,No,Yes,Bank transfer,1,Yes,Yes,0
39,503.64,19655.83,Two year,DSL,Yes,No,Credit card,1,Yes,Yes,0
37,545.94,20236.45,Month-to-month,Fiber optic,Yes,No,Credit card,1,No,No,1
8,1174.89,9390.12,Month-to-month,DSL,Yes,No,Credit card,0,No,Yes,1
2,1033.8,2077.7,One year,DSL,No,Yes,Electronic check,0,Yes,No,1
12,788.29,9439.64,Month-to-month,Fiber optic,No,No,Bank transfer,0,Yes,Yes,1
4,674.63,2669.28,Month-to-month,DSL,No,Yes,Electronic check,0,No,No,1
28,200.0,5666.91,Month-to-month,DSL,No,Yes,Electronic check,0,Yes,Yes,1
10,478.74,4685.25,One year,DSL,No,Yes,Electronic check,1,No,No,1
72,1373.43,98930.49,Month-to-month,DSL,No,No,Electronic check,1,Yes,No,0
24,415.86,9949.69,Month-to-month,DSL,No,Yes,Credit card,0,Yes,No,1
41,856.84,35093.1,Two year,No,No,Yes,Electronic check,0,Yes,No,0
3,1102.23,3319.78,Month-to-month,DSL,No,Yes,Bank transfer,0,Yes,No,1
47,423.52,19831.11,Two year,DSL,No,No,Mailed check,0,Yes,Yes,0
61,855.41,52139.4,One year,DSL,No,No,Mailed check,0,Yes,Yes,0
16,1081.37,17259.54,Month-to-month,No,No,No,Credit card,1,No,Yes,0
22,803.75,17671.43,Month-to-month,Fiber optic,Yes,Yes,Electronic check,0,Yes,No,1
34,1660.52,56417.5,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,0,No,Yes,0
4,299.42,1277.74,One year,No,No,Yes,Mailed check,0,Yes,Yes,1
16,1117.62,17971.75,One year,Fiber optic,No,Yes,Electronic check,0,No,No,0
12,748.16,8876.81,One year,DSL,Yes,No,Mailed check,1,Yes,No,0
3,1031.58,3121.94,Two year,DSL,No,Yes,Credit card,0,Yes,No,0
10,932.39,9366.85,One year,Fiber optic,Yes,Yes,Electronic check,1,No,No,1
1,580.05,607.2,Month-to-month,DSL,No,Yes,Electronic check,0,No,No,1
0,868.7,0.0,Month-to-month,Fiber optic,No,No,Electronic check,0,No,No,1
3,242.63,715.68,Two year,DSL,No,Yes,Bank transfer,0,No,Yes,1
72,980.97,70592.73,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,0,No,No,0
19,889.45,16878.49,Month-to-month,DSL,Yes,No,Bank transfer,0,Yes,No,1
72,991.6,71334.56,One year,DSL,No,Yes,Mailed check,0,No,Yes,0
13,1117.44,14520.92,Month-to-month,Fiber optic,Yes,No,Credit card,0,No,No,0
8,910.29,7207.15,Two year,No,No,Yes,Bank transfer,0,No,No,0
16,844.43,13500.82,One year,Fiber optic,No,No,Credit card,1,No,Yes,1
13,535.68,6901.4,Month-to-month,Fiber optic,Yes,Yes,Credit card,1,Yes,No,1
2,586.33,1183.01,Two year,DSL,Yes,Yes,Bank transfer,0,Yes,Yes,0
24,1156.02,27710.52,Month-to-month,DSL,No,No,Mailed check,1,No,No,0
5,1230.9,6169.03,Month-to-month,DSL,Yes,Yes,Credit card,0,No,No,1
23,728.57,16811.12,Month-to-month,DSL,Yes,Yes,Credit card,0,No,No,1
25,813.8,20424.49,Month-to-month,DSL,No,Yes,Electronic check,0,No,Yes,0
3,528.62,1459.45,Month-to-month,DSL,No,No,Electronic check,1,Yes,Yes,1
1,1151.83,1110.12,Month-to-month,Fiber optic,No,Yes,Credit card,0,Yes,Yes,1
36,999.63,35971.35,Month-to-month,DSL,Yes,No,Electronic check,0,Yes,Yes,0
14,1382.37,19376.13,Month-to-month,Fiber optic,No,No,Credit card,0,No,No,1
1,536.5,453.99,One year,Fiber optic,No,No,Mailed check,0,No,No,0
72,686.6,49385.92,Two year,Fiber optic,No,Yes,Electronic check,0,Yes,No,0
1,869.43,875.95,Month-to-month,Fiber optic,No,Yes,Electronic check,0,No,No,1
28,993.95,27834.76,Month-to-month,DSL,No,No,Electronic check,0,Yes,No,0
72,735.3,52960.46,Month-to-month,DSL,No,Yes,Electronic check,1,Yes,No,0
6,538.11,3250.85,Month-to-month,Fiber optic,Yes,Yes,Mailed check,0,No,No,1
3,1064.42,3210.2,One year,No,No,Yes,Bank transfer,1,Yes,Yes,0
3,1016.34,3058.7,One year,DSL,No,Yes,Credit card,0,No,No,0
8,525.12,4203.73,Month-to-month,DSL,No,Yes,Mailed check,0,No,No,1
2,1206.63,2446.5,Month-to-month,No,Yes,Yes,Mailed check,0,No,No,1
28,1151.06,32117.7,Month-to-month,DSL,Yes,No,Mailed check,0,Yes,No,0
1,840.29,917.51,One year,Fiber optic,No,Yes,Mailed check,1,No,No,1
17,823.88,13895.72,Month-to-month,Fiber optic,No,Yes,Mailed check,0,No,Yes,1
72,966.22,69513.69,Two year,DSL,No,Yes,Electronic check,1,No,Yes,0
40,541.49,21648.23,One year,Fiber optic,Yes,Yes,Electronic check,0,No,No,1
22,809.01,17831.84,Month-to-month,Fiber optic,Yes,Yes,Electronic check,0,Yes,No,1
8,200.0,1450.24,One year,DSL,No,No,Electronic check,0,Yes,No,1
23,1062.94,24446.14,Two year,Fiber optic,No,No,Bank transfer,0,No,No,0
17,331.55,5676.0,One year,Fiber optic,No,Yes,Electronic check,0,No,No,0
13,1251.03,16313.06,Month-to-month,Fiber optic,No,Yes,Credit card,0,Yes,No,0
3,700.96,2068.03,Month-to-month,DSL,No,Yes,Credit card,0,Yes,Yes,1
52,736.5,38282.95,Two year,Fiber optic,No,No,Credit card,0,No,Yes,0
14,611.68,8532.71,One year,Fiber optic,No,No,Credit card,0,Yes,Yes,1
5,713.59,3548.31,One year,Fiber optic,No,No,Electronic check,1,Yes,No,0
11,1225.56,13429.56,Two year,Fiber optic,No,Yes,Mailed check,0,Yes,No,0
12,200.0,2355.54,Two year,DSL,Yes,No,Electronic check,0,Yes,Yes,1
42,1183.09,49711.48,Two year,Fiber optic,No,Yes,Credit card,0,No,Yes,0
31,901.41,27950.2,Month-to-month,Fiber optic,Yes,Yes,Credit card,0,Yes,No,0
35,437.89,15350.85,Month-to-month,DSL,No,No,Credit card,0,Yes,No,0
0,477.41,10.7,One year,Fiber optic,No,No,Mailed check,0,Yes,No,1
12,1302.92,15670.23,One year,DSL,Yes,Yes,Bank transfer,0,Yes,No,0
15,516.35,7789.13,One year,Fiber optic,No,Yes,Electronic check,0,No,Yes,1
0,453.99,0.0,Month-to-month,DSL,Yes,Yes,Electronic check,0,Yes,No,1
7,1141.19,7945.65,One year,Fiber optic,No,Yes,Bank transfer,0,No,Yes,0
34,901.57,30641.67,One year,No,No,Yes,Mailed check,0,Yes,No,0
3,518.62,1554.73,Month-to-month,Fiber optic,Yes,No,Credit card,0,Yes,No,1
18,864.99,15536.27,Month-to-month,No,No,No,Electronic check,0,Yes,No,0
5,492.27,2506.97,Month-to-month,No,Yes,No,Credit card,0,Yes,No,0
0,1130.25,99.0,Month-to-month,DSL,Yes,No,Mailed check,0,No,No,1
6,1118.41,6719.78,Month-to-month,Fiber optic,No,Yes,Credit card,0,Yes,No,1
72,959.6,69095.55,Month-to-month,Fiber optic,No,No,Credit card,0,No,No,0
38,908.5,34565.41,Month-to-month,No,Yes,Yes,Credit card,1,Yes,No,0
72,1328.36,95548.37,One year,DSL,No,Yes,Electronic check,0,Yes,Yes,0
16,799.91,12799.92,One year,No,No,Yes,Credit card,0,Yes,No,0
2,445.44,939.83,Two year,Fiber optic,No,Yes,Electronic check,0,No,No,1
19,934.84,17729.84,Month-to-month,Fiber optic,Yes,No,Electronic check,0,Yes,No,1
14,1425.81,19900.07,Month-to-month,DSL,No,No,Mailed check,0,Yes,No,0
44,495.57,21795.88,Two year,DSL,No,Yes,Credit card,0,Yes,No,0
2,691.56,1380.09,Month-to-month,Fiber optic,No,No,Mailed check,1,Yes,No,1
16,924.93,14753.51,Two year,DSL,No,Yes,Credit card,0,No,No,0
3,783.83,2456.29,Two year,No,No,No,Bank transfer,0,No,Yes,0
9,505.31,4523.85,Month-to-month,DSL,Yes,Yes,Electronic check,0,No,Yes,1
32,1136.56,36312.15,Two year,Fiber optic,No,Yes,Credit card,1,No,No,0
15,1496.01,22435.5,Month-to-month,Fiber optic,No,Yes,Electronic check,0,No,No,0
11,858.84,9492.63,Month-to-month,Fiber optic,No,No,Credit card,0,Yes,No,1
12,528.78,6346.22,One year,Fiber optic,No,Yes,Electronic check,0,No,No,0
14,335.31,4718.65,Month-to-month,DSL,No,No,Mailed check,0,Yes,No,1
36,877.39,31542.57,Two year,DSL,No,Yes,Mailed check,0,Yes,No,0
53,1131.16,60026.03,Month-to-month,DSL,No,No,Electronic check,1,No,No,0
72,942.55,67891.71,Month-to-month,Fiber optic,Yes,No,Mailed check,0,No,No,0
37,799.28,29625.7,One year,Fiber optic,No,Yes,Electronic check,0,No,No,0
9,623.22,5627.22,One year,Fiber optic,No,Yes,Electronic check,0,No,Yes,1
27,472.35,12794.72,Month-to-month,Fiber optic,No,No,Electronic check,0,Yes,Yes,0
13,1050.43,13611.88,Month-to-month,Fiber optic,No,No,Mailed check,0,Yes,No,1
7,1074.13,7494.35,Two year,Fiber optic,No,No,Credit card,0,Yes,No,0
44,336.28,14863.69,Month-to-month,DSL,No,Yes,Bank transfer,0,No,Yes,1
0,1276.95,77.99,Two year,DSL,No,Yes,Credit card,0,No,Yes,0
55,972.22,53414.82,One year,No,No,No,Bank transfer,0,Yes,No,0
14,1219.88,17090.78,One year,No,No,Yes,Bank transfer,0,Yes,No,0
24,397.36,9515.13,One year,DSL,No,Yes,Bank transfer,0,Yes,Yes,0
25,390.25,9721.47,Month-to-month,Fiber optic,Yes,Yes,Mailed check,0,No,Yes,1
54,755.31,40800.94,One year,No,Yes,No,Bank transfer,0,No,No,0
24,950.84,22877.1,Two year,Fiber optic,No,No,Electronic check,1,Yes,No,0
22,1338.91,29478.56,Month-to-month,DSL,Yes,Yes,Credit card,0,No,Yes,0
1,1011.82,995.85,Two year,DSL,No,Yes,Credit card,0,No,No,1
17,727.2,12388.07,Month-to-month,Fiber optic,Yes,Yes,Electronic check,0,Yes,No,1
3,492.09,1458.27,Month-to-month,No,No,Yes,Bank transfer,0,No,No,1
32,1169.0,37428.61,Month-to-month,Fiber optic,Yes,Yes,Electronic check,0,Yes,No,1
17,510.59,8749.83,Two year,DSL,No,No,Electronic check,0,Yes,No,0
27,1288.54,34686.74,Month-to-month,DSL,No,Yes,Electronic check,1,Yes,No,1
1,714.68,754.55,Two year,Fiber optic,No,Yes,Credit card,0,No,No,0
2,1277.17,2477.4,Two year,No,No,No,Bank transfer,0,No,Yes,0
30,1003.68,30171.8,Month-to-month,Fiber optic,No,Yes,Credit card,0,Yes,No,1
1,758.9,727.05,Month-to-month,Fiber optic,No,Yes,Electronic check,1,No,No,1
1,644.18,583.3,One year,DSL,Yes,Yes,Mailed check,0,Yes,No,0
0,697.73,34.76,Month-to-month,No,No,Yes,Bank transfer,0,No,Yes,1
72,928.5,66869.85,One year,Fiber optic,No,No,Electronic check,0,No,No,0
32,823.15,26290.74,Month-to-month,DSL,No,Yes,Bank transfer,0,Yes,Yes,1
10,621.86,6155.92,Month-to-month,Fiber optic,Yes,Yes,Electronic check,0,Yes,No,1
8,750.31,5993.11,One year,DSL,No,No,Electronic check,0,No,Yes,0
10,823.57,8175.53,Month-to-month,DSL,Yes,No,Mailed check,0,Yes,No,0
35,200.0,6946.93,Month-to-month,DSL,No,Yes,Bank transfer,0,No,No,1
25,937.45,23442.04,Month-to-month,DSL,No,Yes,Electronic check,0,No,No,0
4,506.08,1976.04,Month-to-month,DSL,Yes,No,Electronic check,0,No,Yes,1
4,454.0,1837.33,Month-to-month,Fiber optic,No,Yes,Electronic check,0,Yes,No,1
2,293.8,662.1,Two year,Fiber optic,No,No,Electronic check,0,Yes,No,1
25,261.83,6538.38,Month-to-month,Fiber optic,No,No,Electronic check,0,Yes,No,1
34,393.37,13380.94,Month-to-month,DSL,Yes,No,Mailed check,1,No,Yes,1
7,587.29,4211.96,One year,DSL,No,Yes,Bank transfer,0,Yes,Yes,0
0,1385.98,0.0,Month-to-month,Fiber optic,Yes,Yes,Mailed check,0,Yes,No,1
2,642.24,1344.03,Month-to-month,Fiber optic,No,No,Credit card,0,No,No,1
72,853.33,61492.95,Two year,DSL,No,Yes,Bank transfer,0,No,Yes,0
8,920.14,7403.87,One year,No,No,Yes,Electronic check,0,Yes,No,1
35,839.32,29440.77,One year,Fiber optic,Yes,Yes,Electronic check,0,No,No,1
23,776.77,17879.67,One year,No,No,Yes,Credit card,0,No,Yes,0
11,441.41,4826.38,Month-to-month,Fiber optic,Yes,No,Electronic check,0,Yes,No,1
5,1235.28,6231.12,One year,DSL,No,Yes,Electronic check,1,Yes,No,1
3,1342.16,4083.12,Month-to-month,Fiber optic,Yes,No,Electronic check,1,No,No,1
22,295.2,6549.72,Month-to-month,DSL,No,Yes,Bank transfer,1,No,No,1
35,492.79,17249.92,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,0,Yes,No,0
24,716.06,17149.56,Month-to-month,DSL,Yes,Yes,Credit card,1,Yes,Yes,0
18,510.64,9201.06,Month-to-month,No,Yes,No,Credit card,0,Yes,Yes,1
1,951.79,998.9,Two year,DSL,No,No,Mailed check,0,No,Yes,0
72,581.52,41920.54,Month-to-month,No,Yes,Yes,Mailed check,0,Yes,No,0
38,1449.52,55060.16,Month-to-month,No,No,No,Electronic check,0,Yes,No,0
8,1157.16,9273.09,Month-to-month,Fiber optic,No,Yes,Electronic check,1,No,No,1
72,863.77,62126.16,Month-to-month,Fiber optic,No,No,Electronic check,0,No,Yes,0
22,1108.1,24427.36,One year,Fiber optic,No,No,Electronic check,0,No,No,1
20,1131.77,22596.24,Month-to-month,No,Yes,No,Electronic check,0,Yes,No,0
33,630.82,20856.18,Month-to-month,Fiber optic,No,No,Electronic check,1,Yes,No,1
40,555.13,22147.93,Month-to-month,Fiber optic,Yes,Yes,Electronic check,0,Yes,No,1
25,823.44,20637.64,One year,Fiber optic,No,Yes,Credit card,1,No,No,1
3,1058.49,3191.56,Month-to-month,No,Yes,Yes,Bank transfer,0,No,No,0
9,841.72,7536.4,Month-to-month,Fiber optic,No,Yes,Credit card,0,Yes,Yes,0
63,326.9,20629.33,Month-to-month,Fiber optic,No,No,Mailed check,0,Yes,No,0
6,559.15,3325.4,Month-to-month,Fiber optic,No,Yes,Mailed check,0,No,No,1
11,777.81,8593.37,Month-to-month,No,Yes,No,Electronic check,0,No,No,1
13,777.3,10091.2,One year,Fiber optic,No,Yes,Electronic check,0,Yes,Yes,1
13,1391.76,18006.86,One year,DSL,Yes,Yes,Electronic check,0,No,No,0
22,384.2,8403.36,Two year,Fiber optic,No,No,Credit card,0,No,Yes,1
68,951.68,64692.5,Month-to-month,No,No,Yes,Credit card,0,No,No,0
6,1246.73,7548.81,Month-to-month,Fiber optic,No,No,Electronic check,0,No,No,0
3,1481.43,4489.36,Month-to-month,No,No,Yes,Electronic check,0,No,No,1
5,678.68,3474.6,Two year,DSL,No,No,Mailed check,0,No,Yes,1
52,947.43,49348.98,One year,Fiber optic,No,Yes,Electronic check,0,No,No,0
24,970.93,23275.54,One year,Fiber optic,No,Yes,Mailed check,0,Yes,No,1
8,858.64,6859.73,Month-to-month,No,No,No,Electronic check,0,Yes,Yes,1
40,770.35,30793.29,Month-to-month,DSL,No,No,Mailed check,0,No,No,1
47,930.79,43713.68,Month-to-month,No,Yes,Yes,Electronic check,0,No,Yes,0
44,200.0,8707.93,One year,Fiber optic,No,Yes,Mailed check,1,No,No,0
60,1004.62,60276.51,Two year,DSL,No,Yes,Electronic check,0,Yes,No,0
6,837.85,4962.84,Two year,DSL,Yes,Yes,Mailed check,1,No,No,0
33,733.26,24195.79,Month-to-month,DSL,No,No,Credit card,0,Yes,No,1
14,1414.06,19902.61,Month-to-month,Fiber optic,No,No,Electronic check,0,No,No,0
44,597.52,26265.4,Two year,DSL,Yes,Yes,Credit card,0,Yes,No,0
31,679.08,21061.13,One year,DSL,No,Yes,Credit card,1,Yes,Yes,0
35,1397.47,48956.64,Month-to-month,No,No,No,Credit card,0,Yes,No,0
25,550.38,13773.55,Month-to-month,DSL,No,Yes,Credit card,0,No,No,1
4,634.97,2554.49,Month-to-month,DSL,No,No,Bank transfer,1,Yes,No,1
18,755.89,13587.94,Month-to-month,Fiber optic,No,Yes,Credit card,0,Yes,No,0
72,1052.22,75748.27,Month-to-month,Fiber optic,Yes,No,Electronic check,0,Yes,Yes,0
66,862.34,56866.49,One year,Fiber optic,No,Yes,Mailed check,0,Yes,No,0
1,412.21,454.51,Month-to-month,Fiber optic,No,No,Credit card,0,No,No,1
4,640.35,2474.32,Month-to-month,Fiber optic,No,Yes,Bank transfer,0,Yes,No,1
3,617.79,1901.94,Month-to-month,Fiber optic,No,Yes,Credit card,0,Yes,Yes,1
31,776.83,24011.66,Two year,DSL,No,No,Credit card,0,No,No,0
40,927.75,37158.25,One year,DSL,No,Yes,Credit card,0,No,Yes,0
5,925.46,4609.62,Month-to-month,Fiber optic,No,Yes,Bank transfer,0,No,No,1
16,267.2,4213.55,Two year,Fiber optic,No,Yes,Bank transfer,0,No,No,1
44,1119.18,49272.99,Two year,Fiber optic,No,Yes,Mailed check,0,No,No,0
31,875.77,27195.33,Month-to-month,Fiber optic,No,No,Credit card,0,Yes,No,0
18,1215.36,21854.57,Month-to-month,Fiber optic,No,No,Credit card,0,No,No,1
21,933.26,19634.48,One year,DSL,Yes,Yes,Credit card,0,No,No,0
17,1130.4,19102.49,Two year,DSL,No,No,Bank transfer,0,No,No,0
8,939.96,7453.68,Two year,Fiber optic,No,Yes,Electronic check,0,No,No,0
19,1203.87,22938.11,Two year,Fiber optic,No,No,Electronic check,1,No,No,0
28,956.68,26775.72,One year,Fiber optic,No,Yes,Credit card,0,Yes,No,0
49,770.63,37667.54,Month-to-month,DSL,No,Yes,Bank transfer,0,Yes,No,0
24,1481.73,35526.59,Month-to-month,Fiber optic,Yes,Yes,Electronic check,0,No,Yes,1
34,1066.71,36222.01,Month-to-month,No,No,Yes,Electronic check,0,No,No,1
4,972.12,3880.2,Month-to-month,DSL,No,Yes,Credit card,1,Yes,No,1
14,417.11,5820.98,One year,Fiber optic,Yes,Yes,Credit card,0,No,Yes,0
0,413.51,8.95,One year,No,Yes,No,Credit card,0,No,No,1
6,887.81,5323.41,One year,DSL,No,Yes,Bank transfer,0,Yes,No,0
31,843.66,26221.33,Month-to-month,Fiber optic,No,No,Mailed check,0,No,No,0
72,615.76,44356.18,One year,DSL,No,Yes,Electronic check,0,No,Yes,0
2,842.29,1707.47,Month-to-month,Fiber optic,No,No,Electronic check,0,Yes,No,1
12,1276.59,15377.31,Month-to-month,DSL,No,No,Credit card,0,No,Yes,0
38,1008.62,38308.15,One year,No,No,No,Electronic check,0,Yes,Yes,0
5,457.7,2225.39,One year,Fiber optic,No,No,Bank transfer,0,Yes,No,1
19,766.55,14624.75,Two year,Fiber optic,Yes,No,Mailed check,0,Yes,Yes,0
31,558.51,17320.6,Month-to-month,Fiber optic,No,Yes,Mailed check,0,No,No,1
22,683.69,15048.15,Month-to-month,Fiber optic,No,No,Credit card,0,Yes,Yes,1
4,675.92,2671.99,Month-to-month,Fiber optic,No,Yes,Electronic check,1,Yes,No,1
10,656.71,6536.22,Month-to-month,No,No,Yes,Bank transfer,0,No,No,1
36,423.46,15286.87,Two year,No,No,Yes,Electronic check,1,Yes,No,1
19,761.7,14521.6,One year,Fiber optic,Yes,No,Electronic check,0,No,No,0
0,631.82,39.19,Two year,No,Yes,Yes,Mailed check,0,No,No,0
34,200.0,6839.65,Month-to-month,Fiber optic,Yes,Yes,Electronic check,0,No,No,1
0,1415.89,28.45,Two year,Fiber optic,Yes,Yes,Credit card,0,No,No,1
32,1126.63,36058.76,Month-to-month,Fiber optic,No,No,Mailed check,1,Yes,No,0
5,687.11,3426.78,Two year,DSL,Yes,Yes,Electronic check,1,Yes,No,0
72,805.65,58067.01,Month-to-month,DSL,Yes,Yes,Electronic check,0,No,No,0
11,448.5,4914.85,Month-to-month,DSL,No,Yes,Bank transfer,0,No,No,1
9,1308.72,11796.95,Month-to-month,Fiber optic,No,No,Credit card,0,Yes,No,1
3,1369.19,4067.36,Two year,Fiber optic,Yes,No,Mailed check,1,No,No,0
8,847.01,6743.1,Month-to-month,Fiber optic,No,No,Bank transfer,0,No,Yes,0
50,1107.06,55341.15,Month-to-month,No,No,No,Credit card,0,No,No,0
72,852.59,61346.0,Two year,Fiber optic,Yes,Yes,Bank transfer,0,No,No,0
11,398.98,4428.7,Month-to-month,Fiber optic,Yes,No,Electronic check,0,No,No,1
14,676.45,9402.94,Month-to-month,DSL,No,Yes,Bank transfer,0,No,No,1
30,839.58,25192.31,Month-to-month,DSL,No,Yes,Bank transfer,0,No,Yes,0
52,663.64,34515.68,Month-to-month,Fiber optic,No,Yes,Bank transfer,1,Yes,No,1
21,734.4,15331.94,Two year,Fiber optic,Yes,Yes,Bank transfer,0,No,No,0
11,772.58,8476.33,One year,Fiber optic,No,No,Credit card,0,No,No,0
12,775.74,9321.62,Month-to-month,DSL,No,Yes,Electronic check,0,No,No,1
28,815.68,22860.41,Two year,Fiber optic,Yes,No,Credit card,0,No,No,0
0,481.82,0.0,Month-to-month,DSL,No,Yes,Mailed check,0,Yes,No,1
23,584.9,13486.43,Month-to-month,DSL,No,Yes,Bank transfer,0,No,No,1
10,414.62,4140.78,Month-to-month,DSL,No,Yes,Electronic check,0,No,No,1
37,1093.34,40454.44,Month-to-month,DSL,No,No,Mailed check,0,Yes,No,0
2,200.0,412.58,Month-to-month,DSL,No,No,Bank transfer,0,Yes,No,1
21,1146.08,24113.97,Two year,DSL,No,Yes,Bank transfer,0,No,No,0
15,1215.9,18204.79,One year,No,No,Yes,Electronic check,0,Yes,Yes,1
24,709.35,16999.96,Month-to-month,DSL,Yes,Yes,Mailed check,0,Yes,Yes,0
1,200.0,166.56,One year,DSL,No,No,Electronic check,0,Yes,Yes,1
20,691.61,13815.53,One year,DSL,Yes,No,Credit card,0,No,No,0
19,780.74,14905.46,Two year,Fiber optic,Yes,Yes,Credit card,0,No,No,0
19,496.82,9468.23,Two year,DSL,No,No,Electronic check,0,Yes,No,0
22,645.43,14143.0,Month-to-month,No,No,Yes,Credit card,0,No,No,0
27,1259.06,33964.56,One year,No,No,Yes,Credit card,0,No,No,0
39,999.48,38998.29,One year,DSL,No,No,Mailed check,0,Yes,No,0
7,522.63,3613.09,One year,Fiber optic,Yes,Yes,Bank transfer,0,Yes,Yes,1
41,320.72,13113.26,Month-to-month,DSL,No,Yes,Mailed check,0,No,No,1
16,701.89,11297.56,Month-to-month,Fiber optic,No,Yes,Bank transfer,0,Yes,Yes,1
1,735.96,705.29,Month-to-month,Fiber optic,No,Yes,Electronic check,0,No,Yes,1
1,948.86,996.59,Month-to-month,DSL,No,No,Electronic check,0,Yes,Yes,0
9,639.4,5817.41,Month-to-month,DSL,No,No,Mailed check,0,Yes,Yes,1
36,953.45,34287.52,One year,Fiber optic,No,No,Electronic check,0,No,Yes,0
29,1380.55,39991.34,Month-to-month,Fiber optic,No,Yes,Credit card,0,Yes,No,0
37,1044.65,38638.25,One year,DSL,Yes,Yes,Electronic check,0,No,Yes,0
17,785.57,13300.32,Month-to-month,Fiber optic,No,Yes,Mailed check,1,Yes,No,1
13,745.05,9691.76,Two year,Fiber optic,No,Yes,Credit card,0,Yes,Yes,0
